"Label","Population 18 to 24 years","Less than high school graduate","High school graduate (includes equivalency)","Some college or associate's degree","Bachelor's degree or higher","Population 25 years and over","Less than 9th grade","9th to 12th grade, no diploma","High school graduate (includes equivalency)","Some college, no degree","Associate's degree","Bachelor's degree","Graduate or professional degree","Percent high school graduate or higher","Percent bachelor's degree or higher","Population 25 to 34 years","High school graduate or higher","Bachelor's degree or higher","Population 35 to 44 years","High school graduate or higher","Bachelor's degree or higher","Population 45 to 64 years","High school graduate or higher","Bachelor's degree or higher","Population 65 years and over","High school graduate or higher","Bachelor's degree or higher","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Less than high school graduate","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!High school graduate (includes equivalency)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Some college or associate's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Bachelor's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Graduate or professional degree","PERCENT IMPUTED","PERCENT IMPUTED!!Educational attainment"
"        Estimate","8,111","15.9%","31.8%","44.9%","7.4%","75,757","3.1%","9.6%","45.5%","19.5%","9.3%","9.3%","3.7%","87.3%","13.0%","12,543","85.3%","12.4%","13,294","90.9%","16.4%","31,661","91.0%","12.3%","18,259","79.9%","12.4%","","29.8%","10.5%","9.8%","3.1%","","28,006","17,251","27,005","27,787","35,659","51,447","","2.4%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,086","23.5%","31.4%","35.6%","9.5%","37,421","2.5%","10.2%","48.0%","19.2%","7.0%","10.0%","3.0%","87.3%","13.1%","6,541","82.8%","5.4%","6,976","91.4%","18.9%","15,943","89.5%","12.8%","7,961","83.1%","14.8%","","20.1%","8.8%","5.9%","2.2%","","35,601","21,241","35,470","39,140","54,965","60,074","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,025","8.2%","32.1%","54.4%","5.2%","38,336","3.7%","9.0%","43.0%","19.7%","11.6%","8.6%","4.4%","87.3%","13.0%","6,002","87.9%","20.0%","6,318","90.2%","13.6%","15,718","92.5%","11.8%","10,298","77.4%","10.5%","","38.9%","12.3%","12.9%","3.9%","","21,377","13,069","17,900","22,208","26,384","51,426","","(X)"
"East Stroudsburg, PA Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","17,948","13.2%","34.5%","47.1%","5.2%","113,419","2.6%","7.7%","35.2%","23.3%","8.6%","13.2%","9.3%","89.7%","22.5%","17,756","93.5%","24.1%","20,228","92.2%","20.0%","52,493","92.1%","24.1%","22,942","78.9%","19.8%","","24.6%","10.7%","9.7%","5.0%","","32,218","21,756","29,393","30,524","42,800","61,703","","4.6%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","9,093","12.3%","36.2%","46.1%","5.4%","55,080","2.8%","8.1%","36.1%","23.5%","8.2%","13.6%","7.8%","89.1%","21.4%","9,232","89.6%","17.0%","9,854","87.7%","18.9%","25,822","92.2%","21.9%","10,172","82.1%","26.6%","","27.3%","8.4%","7.2%","2.9%","","38,761","30,244","34,654","36,252","51,574","67,461","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","8,855","14.1%","32.9%","48.1%","4.9%","58,339","2.4%","7.4%","34.4%","23.2%","9.0%","12.8%","10.7%","90.2%","23.5%","8,524","97.7%","31.7%","10,374","96.4%","21.1%","26,671","92.0%","26.3%","12,770","76.3%","14.3%","","21.7%","13.0%","12.0%","6.9%","","25,737","14,006","21,302","22,375","32,753","59,764","","(X)"
"Eau Claire, WI Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","21,467","8.0%","27.2%","56.1%","8.7%","107,031","3.9%","4.1%","31.1%","21.8%","12.4%","17.5%","9.3%","92.0%","26.8%","22,619","95.3%","30.4%","19,316","91.9%","28.0%","42,366","95.0%","29.8%","22,730","83.0%","16.6%","","27.6%","11.7%","7.7%","3.4%","","31,618","18,633","27,062","30,527","39,634","58,409","","2.8%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","10,334","10.4%","27.8%","56.1%","5.8%","53,850","3.8%","5.2%","31.9%","21.3%","12.3%","16.3%","9.3%","91.1%","25.6%","11,997","93.8%","25.2%","10,380","90.1%","23.2%","21,340","93.8%","28.3%","10,133","83.1%","22.9%","","30.8%","10.3%","5.9%","1.6%","","37,159","17,842","33,960","36,032","48,983","61,856","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","11,133","5.9%","26.7%","56.1%","11.3%","53,181","4.1%","3.1%","30.3%","22.3%","12.4%","18.6%","9.3%","92.9%","27.9%","10,622","97.0%","36.3%","8,936","93.9%","33.6%","21,026","96.3%","31.2%","12,597","83.0%","11.5%","","23.7%","13.1%","9.5%","5.1%","","25,707","20,236","20,674","22,303","31,887","54,979","","(X)"
"El Centro, CA Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","20,507","23.7%","24.3%","47.9%","4.1%","106,011","20.4%","14.8%","23.7%","22.2%","5.9%","9.4%","3.6%","64.8%","13.0%","23,748","79.0%","13.2%","23,178","78.3%","17.9%","40,014","62.2%","12.3%","19,071","36.1%","8.2%","","25.0%","16.8%","14.4%","8.0%","","25,835","13,853","28,242","30,052","37,920","56,549","","4.8%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","11,382","26.0%","33.5%","36.8%","3.7%","54,356","18.4%","15.1%","26.8%","24.2%","4.6%","7.8%","3.1%","66.4%","10.9%","13,513","75.7%","6.2%","11,909","77.7%","14.8%","20,345","66.6%","12.1%","8,589","35.8%","10.0%","","19.1%","11.7%","12.4%","7.9%","","31,208","20,164","35,562","37,163","45,902","61,821","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","9,125","20.9%","12.7%","61.7%","4.7%","51,655","22.5%","14.4%","20.4%","20.2%","7.3%","11.1%","4.1%","63.1%","15.2%","10,235","83.5%","22.5%","11,269","79.0%","21.1%","19,669","57.7%","12.6%","10,482","36.3%","6.6%","","29.6%","22.4%","16.2%","8.0%","","18,153","8,586","19,643","21,326","30,461","55,890","","(X)"
"Elizabeth City, NC Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,103","6.5%","37.0%","49.7%","6.8%","44,356","5.9%","10.5%","28.2%","23.4%","9.8%","16.2%","6.0%","83.6%","22.2%","7,891","81.1%","23.4%","9,141","91.0%","19.1%","15,916","86.8%","27.6%","11,408","74.8%","16.5%","","10.1%","10.3%","10.2%","0.9%","","30,831","18,986","26,161","30,131","37,980","51,738","","6.2%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,668","7.6%","39.8%","50.4%","2.2%","21,052","7.3%","12.8%","27.2%","23.7%","8.4%","13.8%","6.8%","79.9%","20.6%","4,357","76.5%","16.6%","4,308","85.8%","17.3%","7,438","84.9%","22.8%","4,949","70.4%","23.6%","","7.0%","6.4%","4.5%","0.0%","","33,941","24,216","33,433","36,928","32,136","70,272","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,435","5.6%","34.9%","49.2%","10.4%","23,304","4.7%","8.5%","29.0%","23.1%","11.0%","18.4%","5.3%","86.9%","23.7%","3,534","86.9%","31.7%","4,833","95.7%","20.7%","8,478","88.5%","31.8%","6,459","78.1%","11.1%","","14.4%","13.6%","14.8%","1.5%","","26,011","15,795","25,167","20,235","42,090","47,435","","(X)"
"Elizabethtown, KY Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","11,831","13.0%","40.7%","41.4%","4.9%","78,846","4.6%","7.7%","35.1%","23.6%","9.8%","12.1%","7.2%","87.8%","19.3%","16,681","92.0%","21.3%","15,557","91.1%","23.7%","32,706","88.3%","21.2%","13,902","77.6%","7.7%","","30.9%","13.6%","7.0%","3.2%","","32,027","23,187","24,609","31,620","45,859","61,548","","5.2%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,460","11.1%","47.3%","37.8%","3.9%","38,022","4.1%","7.4%","34.5%","26.6%","6.1%","12.9%","8.4%","88.5%","21.3%","8,623","92.1%","18.8%","7,708","91.6%","27.0%","15,822","89.0%","24.6%","5,869","77.9%","8.8%","","27.1%","9.6%","4.6%","2.1%","","37,556","23,975","30,693","38,076","49,544","92,395","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,371","15.3%","32.9%","45.7%","6.1%","40,824","5.0%","8.0%","35.7%","20.7%","13.2%","11.4%","6.1%","87.0%","17.5%","8,058","91.9%","23.9%","7,849","90.6%","20.5%","16,884","87.7%","18.0%","8,033","77.3%","6.8%","","34.0%","17.0%","9.1%","4.4%","","25,898","21,331","20,127","25,747","39,953","50,702","","(X)"
"Elkhart-Goshen, IN Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","18,617","28.7%","34.1%","34.5%","2.7%","125,134","7.8%","12.9%","36.4%","19.3%","6.1%","12.0%","5.5%","79.3%","17.5%","24,239","73.3%","14.4%","26,027","82.0%","19.1%","49,573","82.8%","17.9%","25,295","75.4%","17.8%","","26.6%","10.2%","11.2%","4.3%","","30,650","23,089","30,354","30,626","38,487","62,541","","8.2%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","9,641","27.3%","40.8%","30.5%","1.4%","60,757","8.3%","11.9%","37.3%","19.3%","4.7%","12.2%","6.3%","79.8%","18.6%","11,976","70.4%","11.6%","12,702","85.4%","20.0%","25,047","81.8%","19.2%","11,032","79.0%","23.0%","","22.1%","5.9%","7.5%","5.6%","","37,994","26,787","36,266","39,419","46,814","73,846","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","8,976","30.2%","26.9%","38.8%","4.1%","64,377","7.4%","13.8%","35.6%","19.3%","7.5%","11.8%","4.7%","78.8%","16.5%","12,263","76.1%","17.2%","13,325","78.9%","18.4%","24,526","83.9%","16.7%","14,263","72.5%","13.8%","","30.7%","14.4%","14.3%","2.9%","","23,049","17,607","21,547","25,455","30,060","42,358","","(X)"
"Elmira, NY Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","8,454","8.5%","27.0%","54.2%","10.3%","60,601","2.4%","8.7%","34.4%","21.4%","11.6%","12.6%","9.0%","88.9%","21.5%","10,218","88.3%","23.8%","10,522","90.6%","26.2%","25,882","91.3%","20.7%","13,979","83.6%","17.9%","","26.9%","12.4%","10.7%","3.8%","","32,625","16,393","29,608","32,174","45,840","50,388","","3.4%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,394","11.2%","32.6%","45.2%","11.0%","29,888","2.3%","10.8%","37.3%","21.5%","9.4%","10.9%","7.8%","86.9%","18.7%","5,365","80.2%","13.4%","5,385","90.3%","17.7%","13,170","89.5%","19.5%","5,968","84.1%","22.6%","","26.6%","8.8%","9.7%","1.5%","","40,113","16,438","33,719","41,730","62,575","47,027","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,060","5.6%","20.9%","64.0%","9.5%","30,713","2.5%","6.6%","31.5%","21.4%","13.7%","14.2%","10.1%","90.8%","24.3%","4,853","97.2%","35.2%","5,137","91.0%","35.1%","12,712","93.2%","22.0%","8,011","83.2%","14.3%","","27.1%","16.3%","11.4%","5.5%","","30,378","16,365","22,289","28,282","42,012","51,943","","(X)"
"El Paso, TX Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","96,490","17.4%","31.8%","45.2%","5.6%","488,529","14.8%","9.7%","24.4%","22.7%","7.5%","14.3%","6.6%","75.5%","20.9%","115,461","86.7%","23.2%","105,603","85.7%","24.0%","179,862","72.5%","20.8%","87,603","54.5%","14.3%","","34.9%","18.9%","14.5%","5.6%","","26,146","14,639","22,392","26,947","44,075","56,185","","3.6%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","50,966","17.7%","36.7%","41.4%","4.2%","230,032","11.3%","9.4%","26.5%","23.8%","7.6%","14.3%","7.2%","79.3%","21.5%","58,392","88.6%","20.4%","50,935","87.2%","24.3%","83,699","76.1%","21.7%","37,006","61.4%","18.8%","","28.2%","17.9%","10.4%","4.3%","","31,903","18,351","26,102","35,506","51,246","64,504","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","45,524","17.0%","26.3%","49.5%","7.1%","258,497","18.0%","10.0%","22.5%","21.7%","7.4%","14.3%","6.1%","72.0%","20.4%","57,069","84.8%","26.2%","54,668","84.2%","23.7%","96,163","69.5%","20.1%","50,597","49.5%","11.0%","","39.2%","19.9%","18.3%","6.7%","","21,001","12,143","17,916","21,685","35,173","50,779","","(X)"
"Enterprise-Ozark, AL Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","9,214","13.7%","41.9%","35.5%","8.9%","67,913","6.5%","9.1%","32.6%","21.7%","9.5%","13.6%","7.0%","84.4%","20.6%","14,231","90.8%","22.7%","12,930","89.0%","18.0%","25,850","86.8%","23.4%","14,902","70.3%","16.0%","","27.0%","16.2%","13.6%","1.8%","","30,494","21,183","25,820","30,593","45,526","62,339","","8.5%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,212","12.6%","40.1%","37.2%","10.1%","32,092","7.2%","9.0%","30.6%","21.5%","9.3%","14.6%","7.7%","83.8%","22.3%","7,199","91.5%","23.8%","6,000","87.2%","17.3%","12,487","86.1%","25.3%","6,406","67.4%","19.5%","","23.1%","11.1%","10.5%","0.0%","","44,019","22,763","32,194","47,142","65,208","77,877","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,002","15.2%","44.3%","33.2%","7.4%","35,821","5.8%","9.1%","34.5%","21.9%","9.6%","12.6%","6.5%","85.0%","19.1%","7,032","90.1%","21.5%","6,930","90.6%","18.7%","13,363","87.4%","21.6%","8,496","72.5%","13.3%","","31.0%","20.2%","16.3%","3.6%","","21,527","20,188","17,933","20,736","32,031","51,592","","(X)"
"Erie, PA Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","32,680","10.3%","33.4%","45.3%","11.0%","185,586","2.1%","6.8%","39.8%","18.0%","8.1%","16.4%","8.7%","91.1%","25.2%","33,787","93.5%","33.1%","32,600","94.4%","28.5%","77,300","92.2%","24.8%","41,899","84.7%","16.9%","","31.8%","13.0%","10.2%","3.6%","","32,052","17,521","26,121","31,521","41,800","49,018","","4.3%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","16,244","11.0%","31.2%","47.2%","10.6%","89,740","2.3%","7.8%","39.3%","20.1%","6.4%","16.8%","7.4%","90.0%","24.2%","17,173","93.7%","29.9%","16,374","90.9%","23.0%","38,180","90.9%","24.0%","18,013","83.7%","20.2%","","36.3%","9.9%","7.8%","2.5%","","39,683","19,659","32,878","40,598","51,695","71,069","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","16,436","9.5%","35.6%","43.5%","11.4%","95,846","2.0%","5.9%","40.2%","16.2%","9.7%","16.1%","10.0%","92.2%","26.1%","16,614","93.3%","36.3%","16,226","97.9%","34.0%","39,120","93.4%","25.6%","23,886","85.4%","14.3%","","26.6%","15.7%","12.4%","4.5%","","26,026","10,469","20,007","25,910","36,445","43,021","","(X)"
"Eugene-Springfield, OR Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","47,149","8.0%","23.3%","61.1%","7.7%","239,075","2.2%","6.4%","26.3%","29.6%","7.9%","16.8%","10.6%","91.3%","27.4%","44,914","92.2%","26.0%","40,275","91.5%","32.8%","96,549","91.8%","25.8%","57,337","89.8%","27.6%","","28.3%","16.4%","18.3%","7.4%","","28,975","17,973","27,049","26,833","36,304","47,342","","4.4%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","24,134","7.6%","24.9%","59.9%","7.6%","114,912","2.2%","7.3%","26.1%","29.6%","7.1%","16.8%","10.9%","90.5%","27.7%","22,579","92.4%","24.4%","20,468","90.5%","28.2%","46,149","89.2%","24.5%","25,716","91.1%","35.8%","","30.3%","15.9%","17.4%","7.0%","","31,872","21,946","31,286","31,656","40,064","59,571","","(X)"
