"Label","Population 18 to 24 years","Less than high school graduate","High school graduate (includes equivalency)","Some college or associate's degree","Bachelor's degree or higher","Population 25 years and over","Population 25 years and over!!Less than 9th grade","Population 25 years and over!!9th to 12th grade, no diploma","Population 25 years and over!!High school graduate (includes equivalency)","Population 25 years and over!!Some college, no degree","Population 25 years and over!!Associate's degree","Population 25 years and over!!Bachelor's degree","Population 25 years and over!!Graduate or professional degree","Percent high school graduate or higher","Percent bachelor's degree or higher","Population 25 to 34 years","Population 25 to 34 years!!High school graduate or higher","Population 25 to 34 years!!Bachelor's degree or higher","Population 35 to 44 years","Population 35 to 44 years!!High school graduate or higher","Population 35 to 44 years!!Bachelor's degree or higher","Population 45 to 64 years","Population 45 to 64 years!!High school graduate or higher","Population 45 to 64 years!!Bachelor's degree or higher","Population 65 years and over","Population 65 years and over!!High school graduate or higher","Population 65 years and over!!Bachelor's degree or higher","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Less than high school graduate","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!High school graduate (includes equivalency)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Some college or associate's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Bachelor's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Graduate or professional degree","PERCENT IMPUTED","PERCENT IMPUTED!!Educational attainment"
"        Estimate","5,902","4.5%","37.6%","55.4%","2.5%","41,550","3.9%","9.3%","29.3%","24.5%","12.6%","13.6%","6.8%","86.8%","20.4%","9,864","86.8%","30.3%","8,968","87.6%","29.3%","14,826","91.3%","14.3%","7,892","77.6%","9.5%","","33.9%","18.8%","16.2%","7.9%","","27,061","14,272","21,957","26,446","31,859","41,892","","(X)"
"Durham-Chapel Hill, NC Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","64,255","9.3%","23.9%","51.2%","15.6%","361,788","5.4%","5.8%","19.1%","18.3%","6.6%","22.8%","22.0%","88.8%","44.8%","80,930","89.3%","50.8%","74,168","83.7%","44.1%","135,764","91.7%","44.1%","70,926","87.8%","40.0%","","31.5%","17.7%","12.1%","5.5%","","36,759","19,108","26,728","30,878","45,579","60,911","","7.2%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","30,325","11.8%","25.8%","47.2%","15.2%","169,813","6.9%","6.5%","20.6%","17.5%","5.1%","21.8%","21.6%","86.6%","43.4%","38,705","86.3%","45.8%","37,491","80.1%","40.4%","63,203","90.0%","41.7%","30,414","87.8%","47.5%","","25.5%","15.6%","7.9%","6.0%","","39,128","22,120","30,667","36,227","48,514","76,970","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","33,930","7.1%","22.2%","54.7%","15.9%","191,975","4.1%","5.2%","17.7%","19.0%","8.0%","23.6%","22.3%","90.7%","46.0%","42,225","92.1%","55.3%","36,677","87.4%","47.8%","72,561","93.2%","46.1%","40,512","87.9%","34.3%","","39.1%","19.8%","15.2%","5.0%","","34,566","15,097","23,685","28,432","42,137","51,572","","(X)"
"East Stroudsburg, PA Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","18,647","12.4%","36.9%","42.9%","7.8%","112,312","3.8%","6.7%","36.8%","21.1%","8.1%","14.9%","8.6%","89.5%","23.5%","16,523","89.5%","25.7%","19,517","96.0%","23.9%","50,756","90.5%","22.5%","25,516","82.8%","23.9%","","26.8%","10.3%","12.7%","3.0%","","36,384","17,370","36,246","33,061","43,432","70,173","","7.5%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","9,833","15.4%","38.7%","39.6%","6.4%","54,096","2.9%","7.6%","40.7%","20.1%","6.3%","14.3%","8.1%","89.5%","22.4%","8,456","86.2%","24.2%","8,836","96.1%","20.4%","25,186","90.0%","21.0%","11,618","85.9%","25.5%","","30.6%","8.9%","7.3%","2.2%","","44,269","29,279","44,014","38,555","52,414","76,176","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","8,814","9.1%","35.0%","46.6%","9.3%","58,216","4.6%","5.8%","33.2%","22.1%","9.7%","15.5%","9.1%","89.5%","24.6%","8,067","92.9%","27.2%","10,681","96.0%","26.7%","25,570","90.9%","23.9%","13,898","80.1%","22.6%","","23.2%","11.9%","16.9%","3.8%","","28,071","2,500-","26,384","24,930","32,225","61,736","","(X)"
"Eau Claire, WI Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","22,557","8.6%","33.0%","52.7%","5.6%","107,170","2.2%","5.1%","31.5%","20.8%","14.0%","17.7%","8.7%","92.6%","26.4%","21,633","93.4%","31.8%","18,392","96.3%","30.4%","42,911","92.8%","25.2%","24,234","88.8%","20.9%","","25.6%","8.6%","9.3%","3.0%","","32,422","12,440","28,701","31,323","46,763","55,817","","6.5%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","10,708","10.3%","38.1%","50.1%","1.5%","53,139","2.2%","5.7%","34.2%","19.6%","14.1%","15.5%","8.8%","92.2%","24.3%","11,295","89.6%","23.5%","9,588","94.1%","27.3%","21,331","92.8%","22.9%","10,925","91.9%","25.1%","","27.2%","9.6%","7.1%","2.3%","","37,283","15,047","31,365","36,510","60,189","72,378","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","11,849","7.1%","28.4%","55.0%","9.4%","54,031","2.3%","4.6%","28.8%","21.9%","13.9%","19.8%","8.7%","93.1%","28.5%","10,338","97.6%","40.7%","8,804","98.8%","33.8%","21,580","92.9%","27.4%","13,309","86.1%","17.3%","","23.9%","7.5%","11.3%","3.5%","","30,171","11,492","24,600","27,847","40,000","44,581","","(X)"
"El Centro, CA Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","20,710","19.4%","31.1%","47.1%","2.4%","107,270","19.3%","13.4%","22.1%","24.9%","5.5%","10.5%","4.3%","67.3%","14.8%","24,695","83.0%","18.2%","22,008","77.7%","16.2%","38,883","67.7%","14.6%","21,684","38.0%","10.0%","","25.6%","20.4%","16.6%","11.6%","","26,546","17,201","25,066","27,482","46,414","73,938","","9.3%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","11,367","20.6%","30.2%","47.4%","1.9%","53,283","18.2%","13.8%","25.2%","22.3%","6.0%","9.2%","5.4%","68.0%","14.6%","13,221","80.1%","16.4%","11,188","74.6%","13.2%","19,146","68.1%","15.4%","9,728","43.9%","12.1%","","19.9%","15.4%","16.8%","12.4%","","31,697","24,519","30,470","37,341","70,148","90,707","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","9,343","17.8%","32.3%","46.7%","3.1%","53,987","20.4%","13.1%","19.0%","27.5%","5.1%","11.7%","3.3%","66.5%","15.0%","11,474","86.3%","20.2%","10,820","80.9%","19.4%","19,737","67.4%","13.7%","11,956","33.3%","8.2%","","30.2%","25.9%","16.4%","10.9%","","23,271","11,824","15,935","25,947","31,834","69,857","","(X)"
"Elizabeth City, NC Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,882","9.2%","30.0%","55.3%","5.5%","43,557","5.6%","10.8%","30.4%","27.6%","9.2%","11.6%","4.8%","83.6%","16.4%","7,766","87.2%","18.4%","7,348","92.4%","20.4%","17,755","85.7%","16.4%","10,688","71.6%","12.4%","","27.5%","12.5%","10.0%","6.5%","","31,128","18,374","27,732","35,191","37,544","44,057","","4.7%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,114","6.2%","34.3%","54.0%","5.5%","20,538","5.9%","11.2%","36.3%","28.2%","6.0%","8.0%","4.3%","82.9%","12.3%","3,584","91.1%","12.6%","3,880","89.0%","10.5%","8,318","83.8%","11.7%","4,756","69.9%","14.8%","","20.4%","8.4%","8.2%","3.0%","","41,187","21,137","36,246","43,721","45,693","55,755","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,768","12.5%","25.2%","56.7%","5.6%","23,019","5.3%","10.4%","25.1%","27.1%","12.0%","14.8%","5.3%","84.3%","20.1%","4,182","83.9%","23.4%","3,468","96.1%","31.5%","9,437","87.4%","20.5%","5,932","72.9%","10.5%","","34.4%","17.4%","11.4%","8.5%","","25,691","11,058","18,088","27,263","26,450","32,069","","(X)"
"Elizabethtown-Fort Knox, KY Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","15,531","14.6%","35.4%","43.2%","6.8%","98,646","4.9%","6.9%","32.4%","25.0%","9.0%","12.4%","9.6%","88.3%","21.9%","20,289","96.1%","26.6%","18,867","95.9%","24.3%","39,878","87.9%","20.5%","19,612","73.7%","17.8%","","28.9%","14.3%","7.3%","2.5%","","30,793","13,845","25,139","29,046","43,491","59,728","","8.5%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","8,680","14.9%","40.1%","37.8%","7.3%","47,827","3.6%","6.3%","34.5%","26.5%","8.0%","11.7%","9.4%","90.1%","21.1%","10,282","93.9%","24.4%","9,100","94.1%","20.5%","19,502","91.3%","18.6%","8,943","79.1%","23.6%","","31.6%","10.7%","4.0%","2.0%","","36,898","15,619","34,898","32,169","50,482","75,603","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,851","14.3%","29.4%","50.1%","6.3%","50,819","6.0%","7.4%","30.3%","23.6%","10.0%","13.0%","9.7%","86.6%","22.7%","10,007","98.4%","29.0%","9,767","97.6%","27.8%","20,376","84.7%","22.3%","10,669","69.1%","12.9%","","27.1%","18.1%","10.4%","3.0%","","25,252","13,518","20,696","26,253","37,161","50,003","","(X)"
"Elkhart-Goshen, IN Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","17,654","26.5%","37.4%","33.1%","3.0%","127,813","7.8%","8.2%","39.9%","19.5%","6.6%","11.9%","6.2%","84.0%","18.1%","25,939","84.4%","14.9%","26,163","85.8%","23.9%","49,563","82.0%","17.5%","26,148","85.6%","16.5%","","19.1%","11.9%","10.4%","2.9%","","31,505","21,542","29,420","31,700","44,568","53,020","","8.3%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","8,756","29.5%","40.1%","29.6%","0.9%","61,321","7.9%","7.8%","43.0%","17.8%","5.2%","12.7%","5.6%","84.3%","18.3%","12,663","84.2%","11.5%","13,121","83.9%","26.0%","24,456","82.1%","17.4%","11,081","89.8%","18.6%","","20.0%","9.0%","6.4%","2.7%","","41,612","36,633","36,068","41,557","51,805","60,221","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","8,898","23.7%","34.7%","36.4%","5.2%","66,492","7.7%","8.6%","36.9%","21.0%","7.9%","11.2%","6.7%","83.8%","17.9%","13,276","84.6%","18.1%","13,042","87.7%","21.9%","25,107","82.0%","17.6%","15,067","82.6%","14.9%","","18.3%","15.2%","13.4%","3.1%","","24,414","11,838","20,280","26,160","34,250","48,846","","(X)"
"Elmira, NY Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","8,301","16.5%","36.6%","43.1%","3.8%","60,274","2.4%","5.8%","35.0%","18.7%","12.7%","14.1%","11.1%","91.7%","25.3%","10,791","88.6%","25.6%","9,556","95.0%","22.2%","25,026","94.3%","27.0%","14,901","87.5%","24.0%","","37.9%","20.3%","10.2%","3.5%","","34,912","20,458","25,505","31,504","51,138","59,240","","5.2%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,954","21.5%","45.1%","28.9%","4.5%","29,462","3.1%","7.6%","35.9%","18.6%","10.4%","13.6%","10.7%","89.3%","24.3%","5,562","85.5%","22.3%","4,829","91.0%","17.9%","12,736","92.8%","25.0%","6,335","84.2%","29.8%","","27.8%","22.1%","5.9%","4.3%","","43,013","21,372","30,594","41,804","56,763","81,167","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,347","11.9%","28.8%","56.1%","3.2%","30,812","1.8%","4.1%","34.1%","18.9%","14.9%","14.7%","11.5%","94.1%","26.2%","5,229","91.9%","29.2%","4,727","99.1%","26.6%","12,290","95.9%","29.2%","8,566","90.0%","19.8%","","51.0%","18.6%","13.6%","2.8%","","30,702","16,946","23,816","28,486","41,650","54,155","","(X)"
"El Paso, TX Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","99,424","14.1%","30.8%","49.7%","5.4%","501,248","15.8%","8.6%","25.3%","22.1%","7.2%","14.4%","6.6%","75.6%","21.0%","118,898","90.1%","23.7%","106,003","81.1%","25.9%","181,980","75.4%","20.2%","94,367","51.7%","13.7%","","35.4%","18.1%","13.3%","7.6%","","26,844","15,502","22,601","26,724","44,624","57,229","","5.2%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","53,012","15.2%","33.3%","46.8%","4.7%","237,312","12.9%","8.2%","26.9%","23.4%","7.2%","14.4%","6.9%","78.9%","21.3%","61,050","91.3%","19.9%","51,447","81.5%","22.6%","84,902","78.6%","22.8%","39,913","57.2%","18.7%","","30.7%","13.1%","10.3%","6.9%","","32,125","19,637","28,312","34,606","51,922","65,177","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","46,412","12.8%","28.0%","53.1%","6.1%","263,936","18.3%","9.0%","23.9%","20.9%","7.2%","14.4%","6.3%","72.7%","20.7%","57,848","88.8%","27.7%","54,556","80.8%","29.1%","97,078","72.5%","18.0%","54,454","47.7%","10.0%","","38.6%","23.1%","16.1%","8.2%","","21,513","12,710","16,711","22,444","40,417","51,978","","(X)"
"Erie, PA Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","29,865","11.8%","34.7%","43.6%","9.8%","187,939","2.7%","6.5%","39.9%","15.6%","7.4%","18.0%","10.0%","90.8%","28.0%","35,928","90.7%","33.3%","31,330","94.0%","34.8%","76,594","92.2%","27.0%","44,087","86.4%","20.5%","","30.5%","13.4%","11.4%","8.3%","","31,847","19,164","27,143","31,542","42,091","53,217","","7.6%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","15,165","13.4%","36.7%","37.5%","12.5%","90,843","2.6%","7.5%","42.0%","15.0%","6.0%","18.5%","8.4%","89.9%","26.9%","18,241","90.7%","28.5%","15,588","93.6%","27.5%","37,926","90.7%","27.7%","19,088","84.8%","23.2%","","26.8%","12.2%","8.6%","7.8%","","40,395","23,890","33,426","41,282","49,800","58,478","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","14,700","10.2%","32.7%","50.0%","7.1%","97,096","2.8%","5.5%","37.8%","16.1%","8.7%","17.5%","11.5%","91.7%","29.0%","17,687","90.7%","38.3%","15,742","94.3%","42.0%","38,668","93.6%","26.4%","24,999","87.6%","18.4%","","34.4%","14.6%","13.6%","8.7%","","26,713","14,689","20,822","26,715","32,316","50,845","","(X)"
"Eugene, OR Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","46,754","8.3%","24.8%","62.3%","4.6%","243,019","3.1%","6.4%","23.8%","28.8%","8.9%","17.3%","11.6%","90.5%","29.0%","44,564","92.0%","25.8%","41,295","91.4%","32.9%","94,923","90.2%","28.0%","62,237","89.3%","30.1%","","27.0%","17.6%","14.8%","7.9%","","30,174","23,063","25,288","30,114","32,049","46,574","","5.6%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","23,810","10.9%","27.2%","58.8%","3.1%","116,965","3.3%","7.1%","24.8%","28.9%","9.1%","15.6%","11.1%","89.6%","26.7%","22,361","92.8%","21.4%","21,224","88.5%","23.9%","45,129","88.1%","25.6%","28,251","90.0%","34.8%","","18.7%","16.2%","13.1%","6.7%","","37,004","28,559","32,451","35,801","42,373","65,732","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","22,944","5.7%","22.3%","66.0%","6.0%","126,054","3.0%","5.7%","23.0%","28.6%","8.7%","18.9%","12.1%","91.3%","31.0%","22,203","91.1%","30.3%","20,071","94.5%","42.3%","49,794","92.0%","30.1%","33,986","88.7%","26.2%","","36.5%","19.1%","16.4%","8.8%","","23,979","11,809","20,280","24,852","27,043","32,461","","(X)"
"Eureka-Arcata-Fortuna, CA Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","17,357","9.8%","30.5%","52.1%","7.6%","91,258","2.8%","6.4%","26.0%","27.9%","8.9%","18.5%","9.4%","90.8%","27.9%","18,730","92.9%","24.8%","16,146","92.7%","31.0%","36,055","90.9%","26.3%","20,327","86.9%","31.2%","","23.9%","17.0%","17.2%","13.3%","","25,418","17,606","25,256","25,900","24,135","42,270","","9.1%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","8,580","14.1%","33.0%","42.9%","10.0%","45,255","2.7%","8.1%","25.1%","28.3%","9.4%","16.9%","9.3%","89.2%","26.3%","9,805","87.9%","18.2%","8,281","93.2%","25.4%","18,078","90.0%","26.0%","9,091","85.2%","36.2%","","20.4%","17.8%","16.0%","12.1%","","30,938","21,674","31,529","29,039","33,040","50,238","","(X)"
