"Label","Population 18 to 24 years","Less than high school graduate","High school graduate (includes equivalency)","Some college or associate's degree","Bachelor's degree or higher","Population 25 years and over","Less than 9th grade","9th to 12th grade, no diploma","High school graduate (includes equivalency)","Some college, no degree","Associate's degree","Bachelor's degree","Graduate or professional degree","Percent high school graduate or higher","Percent bachelor's degree or higher","Population 25 to 34 years","High school graduate or higher","Bachelor's degree or higher","Population 35 to 44 years","High school graduate or higher","Bachelor's degree or higher","Population 45 to 64 years","High school graduate or higher","Bachelor's degree or higher","Population 65 years and over","High school graduate or higher","Bachelor's degree or higher","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION-ADJUSTED DOLLARS)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION-ADJUSTED DOLLARS)!!Less than high school graduate","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION-ADJUSTED DOLLARS)!!High school graduate (includes equivalency)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION-ADJUSTED DOLLARS)!!Some college or associate's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION-ADJUSTED DOLLARS)!!Bachelor's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION-ADJUSTED DOLLARS)!!Graduate or professional degree","PERCENT IMPUTED","PERCENT IMPUTED!!Educational attainment"
"        Estimate","22,831","18.3%","36.5%","39.6%","5.6%","215,996","5.9%","8.6%","39.7%","18.0%","6.0%","13.2%","8.6%","85.5%","21.8%","37,154","90.4%","23.8%","38,626","89.7%","26.9%","91,614","86.3%","22.4%","48,602","76.9%","15.4%","","27.5%","15.5%","12.1%","2.5%","","30,271","17,278","23,448","28,169","41,733","62,760","","3.5%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","11,912","16.9%","43.1%","36.1%","3.9%","102,419","7.4%","8.6%","39.9%","18.2%","4.7%","12.6%","8.8%","84.1%","21.4%","18,119","89.9%","20.6%","18,979","86.8%","25.4%","44,455","84.8%","20.8%","20,866","75.0%","19.5%","","25.1%","13.3%","7.8%","3.0%","","38,296","23,140","30,957","33,551","49,523","81,855","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","10,919","19.7%","29.3%","43.4%","7.6%","113,577","4.5%","8.7%","39.5%","17.8%","7.2%","13.8%","8.4%","86.8%","22.3%","19,035","90.8%","26.9%","19,647","92.5%","28.3%","47,159","87.8%","23.8%","27,736","78.4%","12.3%","","30.1%","17.5%","15.6%","2.2%","","24,389","11,186","17,300","23,881","37,865","55,595","","(X)"
"Charleston-Mattoon, IL Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","14,419","4.9%","18.6%","61.3%","15.2%","38,690","4.1%","4.9%","34.7%","23.7%","12.4%","12.9%","7.3%","91.0%","20.2%","6,871","94.7%","18.9%","6,171","96.4%","34.1%","16,529","94.0%","18.9%","9,119","79.2%","14.3%","","35.8%","14.2%","14.9%","5.2%","","30,623","15,254","28,330","27,317","37,450","58,209","","3.5%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,747","7.5%","19.0%","54.0%","19.5%","18,660","4.2%","5.0%","33.6%","27.0%","11.1%","12.1%","6.9%","90.8%","19.0%","3,497","96.7%","13.5%","3,017","93.1%","36.6%","8,344","94.1%","16.0%","3,802","76.3%","16.8%","","28.6%","17.3%","15.3%","6.6%","","38,240","25,042","33,884","35,693","41,870","58,954","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","7,672","2.7%","18.3%","67.7%","11.4%","20,030","4.1%","4.8%","35.7%","20.6%","13.5%","13.7%","7.7%","91.2%","21.4%","3,374","92.5%","24.6%","3,154","99.5%","31.6%","8,185","93.9%","21.8%","5,317","81.2%","12.6%","","43.2%","11.4%","14.5%","4.1%","","25,860","13,254","21,857","23,369","35,432","46,232","","(X)"
"Charleston-North Charleston-Summerville, SC Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","73,882","14.3%","28.6%","47.2%","9.8%","450,665","4.3%","8.3%","27.0%","21.9%","8.6%","19.3%","10.5%","87.4%","29.8%","103,540","90.0%","36.4%","88,184","91.0%","34.2%","179,142","88.6%","26.8%","79,799","77.2%","23.2%","","32.1%","15.1%","10.1%","5.5%","","32,287","17,835","25,383","30,914","42,188","54,598","","6.4%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","38,191","17.5%","29.0%","47.2%","6.3%","214,918","4.4%","8.3%","28.3%","21.5%","7.6%","19.8%","10.1%","87.3%","29.9%","51,161","90.2%","33.2%","43,513","89.4%","29.5%","85,677","87.4%","26.9%","34,567","80.4%","33.2%","","26.4%","13.3%","8.2%","5.5%","","39,937","21,768","31,044","37,278","55,172","76,639","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","35,691","10.9%","28.2%","47.3%","13.5%","235,747","4.3%","8.3%","25.9%","22.3%","9.5%","18.9%","10.9%","87.4%","29.7%","52,379","89.7%","39.6%","44,671","92.6%","38.8%","93,465","89.8%","26.7%","45,232","74.8%","15.6%","","37.0%","16.8%","11.7%","5.5%","","27,356","15,296","20,519","26,063","32,956","46,612","","(X)"
"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","158,578","17.5%","29.4%","44.2%","8.9%","1,173,544","5.0%","7.3%","24.7%","21.4%","8.2%","23.4%","10.0%","87.6%","33.3%","259,635","87.7%","37.0%","275,793","90.1%","38.8%","454,563","89.8%","32.2%","183,553","78.5%","22.7%","","33.1%","14.7%","10.7%","3.7%","","34,906","16,380","24,583","32,182","49,470","61,340","","3.6%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","78,918","22.2%","28.8%","41.8%","7.3%","555,355","5.7%","7.6%","25.6%","20.4%","7.1%","23.4%","10.2%","86.6%","33.6%","126,058","84.5%","34.1%","133,031","88.4%","35.6%","219,282","88.4%","33.5%","76,984","82.3%","29.3%","","28.6%","11.8%","8.3%","3.1%","","40,521","18,532","29,141","40,123","60,650","81,590","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","79,660","12.8%","30.0%","46.7%","10.6%","618,189","4.4%","7.1%","23.9%","22.3%","9.2%","23.3%","9.8%","88.5%","33.1%","133,577","90.7%","39.7%","142,762","91.7%","41.9%","235,281","91.1%","31.0%","106,569","75.8%","17.8%","","37.8%","17.4%","12.7%","4.4%","","29,005","13,399","20,744","26,290","41,046","50,057","","(X)"
"Charlottesville, VA Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","29,009","4.1%","25.3%","53.0%","17.6%","133,674","4.8%","7.0%","24.7%","13.8%","4.9%","23.3%","21.5%","88.1%","44.7%","29,765","90.9%","49.1%","22,427","92.8%","51.2%","53,911","87.1%","42.5%","27,571","83.2%","39.1%","","28.4%","5.6%","7.7%","6.7%","","38,924","25,429","24,927","33,748","50,292","66,845","","3.8%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","12,806","3.1%","31.0%","50.7%","15.2%","63,098","5.9%","6.9%","24.7%","12.0%","4.3%","22.8%","23.4%","87.2%","46.2%","13,933","92.4%","45.2%","11,153","91.9%","51.0%","25,999","85.9%","42.5%","12,013","79.8%","50.7%","","25.8%","3.9%","7.7%","6.5%","","43,425","30,323","30,285","40,158","55,000","83,003","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","16,203","5.0%","20.8%","54.8%","19.4%","70,576","3.9%","7.2%","24.7%","15.4%","5.4%","23.7%","19.8%","88.9%","43.5%","15,832","89.6%","52.6%","11,274","93.7%","51.3%","27,912","88.3%","42.6%","15,558","85.9%","30.1%","","31.3%","7.1%","7.8%","6.8%","","33,552","12,699","22,855","27,994","45,517","51,235","","(X)"
"Chattanooga, TN-GA Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","49,733","16.9%","31.5%","46.4%","5.2%","361,718","5.3%","10.4%","31.1%","23.7%","6.7%","15.0%","7.7%","84.3%","22.7%","66,554","87.3%","27.3%","67,394","88.1%","26.7%","147,365","86.0%","21.0%","80,405","75.3%","18.8%","","29.5%","14.5%","11.3%","4.8%","","30,263","19,264","23,755","31,484","41,286","53,802","","3.8%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","24,156","22.6%","31.5%","40.5%","5.4%","171,834","5.7%","11.1%","30.9%","23.2%","6.4%","14.7%","7.9%","83.1%","22.6%","33,707","82.5%","21.2%","32,690","87.6%","25.4%","71,444","83.7%","21.9%","33,993","78.1%","22.6%","","26.2%","11.4%","7.0%","4.1%","","35,536","20,955","26,764","37,437","50,330","70,109","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","25,577","11.6%","31.5%","51.9%","5.0%","189,884","4.9%","9.8%","31.2%","24.2%","7.0%","15.3%","7.6%","85.3%","22.8%","32,847","92.2%","33.5%","34,704","88.6%","27.8%","75,921","88.1%","20.1%","46,412","73.3%","16.0%","","32.9%","17.3%","14.9%","5.4%","","26,271","15,376","20,703","27,045","33,326","44,424","","(X)"
"Cheyenne, WY Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","9,207","8.9%","35.0%","49.5%","6.7%","61,715","1.3%","6.2%","26.3%","24.2%","14.5%","18.8%","8.8%","92.5%","27.6%","12,986","95.4%","27.3%","11,165","94.3%","32.2%","25,511","94.2%","29.7%","12,053","84.1%","19.1%","","17.4%","7.3%","6.9%","1.2%","","35,890","18,460","28,030","36,111","45,619","57,287","","4.2%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,110","10.7%","41.5%","41.3%","6.4%","30,441","1.2%","5.6%","28.5%","24.7%","14.4%","17.6%","8.0%","93.2%","25.6%","6,661","97.8%","20.2%","5,548","92.3%","26.3%","12,915","94.9%","30.6%","5,317","84.2%","19.6%","","4.7%","5.5%","3.9%","1.1%","","41,677","24,075","30,567","44,893","52,975","61,867","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,097","6.6%","26.8%","59.6%","7.0%","31,274","1.3%","6.8%","24.2%","23.6%","14.6%","19.9%","9.6%","91.8%","29.5%","6,325","92.8%","34.8%","5,617","96.4%","38.0%","12,596","93.5%","28.8%","6,736","84.0%","18.7%","","28.0%","9.4%","9.8%","1.3%","","29,822","10,481","25,051","24,398","40,614","56,026","","(X)"
"Chicago-Joliet-Naperville, IL-IN-WI Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","887,514","15.9%","29.4%","41.4%","13.3%","6,260,935","6.5%","7.1%","25.4%","20.2%","6.7%","21.2%","13.0%","86.5%","34.2%","1,378,924","89.2%","40.5%","1,307,639","88.1%","38.5%","2,468,762","87.7%","33.6%","1,105,610","78.5%","22.8%","","24.4%","14.5%","10.4%","4.3%","","37,555","20,993","27,601","34,975","51,539","70,013","","4.8%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","453,352","18.3%","32.3%","38.4%","11.0%","2,992,086","6.6%","7.5%","25.5%","20.3%","5.8%","21.2%","13.2%","86.0%","34.4%","686,612","87.5%","36.2%","646,241","86.9%","36.2%","1,194,855","86.8%","34.2%","464,378","80.2%","29.6%","","20.7%","12.6%","8.3%","4.1%","","44,069","23,313","32,177","41,404","63,533","88,106","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","434,162","13.4%","26.4%","44.5%","15.6%","3,268,849","6.3%","6.7%","25.3%","20.2%","7.5%","21.3%","12.8%","87.0%","34.1%","692,312","90.8%","44.8%","661,398","89.3%","40.8%","1,273,907","88.5%","32.9%","641,232","77.3%","17.9%","","28.0%","16.3%","12.2%","4.6%","","31,868","16,444","22,385","29,943","42,057","57,224","","(X)"
"Chico, CA Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","33,753","8.7%","30.5%","54.6%","6.2%","140,947","4.6%","7.8%","22.2%","31.7%","9.5%","15.9%","8.4%","87.6%","24.3%","25,699","88.0%","22.2%","24,082","85.2%","25.0%","56,833","89.4%","26.6%","34,333","86.1%","21.5%","","24.6%","16.6%","19.0%","7.6%","","30,234","20,455","26,732","25,910","43,120","53,717","","6.4%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","17,602","9.4%","32.3%","56.8%","1.6%","67,619","5.8%","9.1%","21.7%","28.5%","10.0%","17.0%","7.9%","85.2%","24.9%","12,825","87.1%","16.0%","12,530","81.6%","26.4%","27,378","87.0%","28.0%","14,886","83.1%","25.7%","","26.3%","14.4%","18.6%","5.5%","","31,759","22,100","29,084","26,185","46,555","57,316","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","16,151","7.9%","28.6%","52.2%","11.3%","73,328","3.4%","6.7%","22.7%","34.6%","8.9%","14.9%","8.8%","89.9%","23.7%","12,874","88.9%","28.3%","11,552","89.0%","23.5%","29,455","91.7%","25.3%","19,447","88.4%","18.2%","","22.3%","18.6%","19.4%","9.6%","","27,983","18,697","23,401","25,781","37,919","49,431","","(X)"
"Chillicothe, OH Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,969","18.1%","46.0%","28.0%","7.9%","54,844","3.9%","12.8%","38.1%","20.4%","9.8%","9.4%","5.6%","83.3%","15.0%","9,983","89.2%","16.6%","10,815","87.5%","17.9%","23,322","86.5%","15.8%","10,724","66.7%","9.1%","","36.3%","10.1%","16.0%","1.4%","","32,398","15,479","32,220","29,443","37,055","55,000","","1.7%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,271","25.4%","44.2%","22.9%","7.5%","29,201","3.0%","13.5%","42.7%","18.4%","7.5%","10.2%","4.8%","83.5%","14.9%","5,736","89.3%","14.0%","6,018","87.7%","13.7%","12,582","84.7%","17.1%","4,865","68.6%","12.0%","","26.0%","7.8%","18.7%","0.0%","","40,409","17,154","40,481","41,586","40,713","65,822","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,698","9.3%","48.2%","34.2%","8.3%","25,643","4.9%","12.0%","32.8%","22.6%","12.5%","8.5%","6.6%","83.1%","15.1%","4,247","89.1%","20.0%","4,797","87.2%","23.1%","10,740","88.7%","14.3%","5,859","65.2%","6.6%","","44.9%","12.9%","14.1%","2.9%","","27,316","9,241","21,823","27,943","30,968","53,162","","(X)"
"Cincinnati-Middletown, OH-KY-IN Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","199,495","15.8%","29.3%","44.9%","10.1%","1,408,858","3.4%","8.0%","31.0%","20.2%","7.8%","18.7%","10.9%","88.6%","29.6%","277,212","90.0%","34.3%","279,548","91.7%","33.6%","588,582","90.9%","29.1%","263,516","78.5%","21.4%","","27.9%","12.5%","9.5%","2.9%","","36,313","19,852","28,925","32,841","49,796","62,295","","3.9%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","101,875","19.2%","31.4%","41.5%","7.9%","674,146","3.8%","8.6%","31.0%","19.4%","6.4%","19.4%","11.5%","87.6%","30.8%","136,356","88.1%","31.6%","139,245","89.8%","32.5%","286,820","90.2%","30.6%","111,725","77.7%","28.4%","","24.2%","10.5%","6.7%","2.4%","","42,095","22,977","34,470","40,052","61,031","76,837","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","97,620","12.2%","27.0%","48.4%","12.3%","734,712","3.0%","7.6%","31.0%","20.9%","9.1%","18.1%","10.3%","89.4%","28.4%","140,856","91.9%","36.8%","140,303","93.6%","34.7%","301,762","91.5%","27.6%","151,791","79.1%","16.3%","","31.9%","14.3%","11.6%","3.5%","","30,769","16,409","23,281","28,973","40,639","53,033","","(X)"
"Clarksburg, WV Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,971","24.8%","32.7%","32.5%","10.0%","66,682","3.7%","9.1%","44.6%","18.2%","6.3%","12.7%","5.4%","87.1%","18.1%","11,032","96.4%","23.0%","11,218","88.9%","15.8%","29,172","87.3%","18.9%","15,260","78.8%","14.6%","","27.3%","14.9%","9.4%","3.8%","","31,386","13,142","26,004","32,493","47,060","56,842","","2.9%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,651","33.7%","33.3%","25.7%","7.3%","32,463","5.5%","8.4%","44.5%","18.8%","4.2%","12.3%","6.3%","86.1%","18.6%","5,915","97.7%","19.2%","5,652","86.8%","13.5%","14,511","84.7%","20.7%","6,385","77.6%","17.7%","","28.8%","10.0%","6.4%","5.0%","","38,150","12,217","32,384","37,098","61,117","69,826","","(X)"
