"Label","Population 18 to 24 years","Less than high school graduate","High school graduate (includes equivalency)","Some college or associate's degree","Bachelor's degree or higher","Population 25 years and over","Less than 9th grade","9th to 12th grade, no diploma","High school graduate (includes equivalency)","Some college, no degree","Associate's degree","Bachelor's degree","Graduate or professional degree","Percent high school graduate or higher","Percent bachelor's degree or higher","Population 25 to 34 years","High school graduate or higher","Bachelor's degree or higher","Population 35 to 44 years","High school graduate or higher","Bachelor's degree or higher","Population 45 to 64 years","High school graduate or higher","Bachelor's degree or higher","Population 65 years and over","High school graduate or higher","Bachelor's degree or higher","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Less than high school graduate","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!High school graduate (includes equivalency)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Some college or associate's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Bachelor's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Graduate or professional degree","PERCENT IMPUTED","PERCENT IMPUTED!!Educational attainment"
"        Estimate","2,525","9.0%","36.3%","47.1%","7.7%","18,597","3.4%","7.7%","29.3%","31.8%","8.8%","12.3%","6.8%","88.9%","19.0%","2,756","77.5%","15.2%","3,707","88.5%","19.1%","6,962","96.8%","20.1%","5,172","84.7%","19.7%","","22.9%","15.1%","10.9%","2.0%","","30,452","17,260","30,531","31,113","35,229","51,199","","(X)"
"Casper, WY Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","7,081","14.6%","37.4%","47.0%","1.0%","50,557","2.2%","6.7%","33.1%","28.8%","11.1%","12.5%","5.5%","91.1%","18.0%","11,067","94.0%","19.7%","8,920","91.9%","12.0%","21,048","92.7%","18.8%","9,522","83.1%","19.9%","","13.7%","3.5%","5.2%","5.4%","","31,687","22,408","26,034","31,092","47,449","56,188","","2.7%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,607","15.5%","42.1%","42.4%","0.0%","25,262","2.2%","9.1%","33.3%","28.8%","8.1%","12.4%","6.0%","88.7%","18.5%","5,547","89.3%","15.3%","4,726","90.9%","12.0%","10,869","90.9%","19.6%","4,120","79.5%","27.2%","","13.5%","3.4%","1.9%","5.5%","","44,813","30,733","42,115","41,828","60,360","68,834","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,474","13.6%","32.6%","51.8%","2.0%","25,295","2.3%","4.3%","32.9%","28.9%","14.1%","12.5%","5.0%","93.4%","17.6%","5,520","98.8%","24.0%","4,194","93.0%","12.1%","10,179","94.8%","18.0%","5,402","85.9%","14.3%","","14.1%","3.6%","7.9%","5.4%","","24,127","17,015","18,498","26,663","39,003","52,006","","(X)"
"Cedar Rapids, IA Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","23,584","11.5%","27.0%","51.2%","10.3%","171,740","1.9%","5.0%","30.8%","23.7%","10.5%","20.7%","7.4%","93.1%","28.1%","35,173","94.3%","31.6%","32,916","94.2%","35.6%","68,578","94.5%","28.3%","35,073","88.1%","17.0%","","17.3%","8.4%","6.2%","2.5%","","35,784","20,843","27,106","33,875","47,423","60,710","","2.2%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","11,876","17.7%","28.3%","47.0%","7.1%","83,829","2.0%","5.6%","31.5%","23.3%","9.3%","20.3%","8.0%","92.4%","28.3%","17,509","94.3%","26.1%","16,540","93.9%","34.6%","34,781","93.2%","29.5%","14,999","86.6%","21.0%","","10.8%","7.6%","3.4%","1.9%","","42,164","31,124","31,843","40,974","61,304","79,583","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","11,708","5.2%","25.7%","55.5%","13.6%","87,911","1.7%","4.5%","30.2%","24.1%","11.5%","21.1%","6.8%","93.8%","27.9%","17,664","94.2%","37.1%","16,376","94.5%","36.6%","33,797","95.9%","27.2%","20,074","89.1%","14.0%","","24.8%","9.2%","8.7%","3.0%","","29,650","11,101","24,468","27,482","37,198","49,318","","(X)"
"Centralia, WA Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,292","28.2%","37.7%","31.9%","2.2%","51,540","3.7%","11.0%","32.9%","30.0%","10.8%","7.3%","4.2%","85.3%","11.6%","8,186","90.3%","15.6%","9,013","78.6%","6.7%","21,128","88.8%","11.5%","13,213","81.0%","12.5%","","29.0%","15.1%","9.0%","3.9%","","26,744","24,989","22,353","26,614","42,226","54,736","","4.5%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,313","34.4%","33.7%","30.9%","1.0%","25,168","5.4%","11.3%","35.0%","24.9%","11.5%","8.4%","3.5%","83.3%","11.8%","4,107","84.3%","13.8%","4,434","79.8%","3.9%","10,584","87.6%","12.0%","6,043","77.6%","16.1%","","16.7%","13.1%","6.9%","3.9%","","31,205","26,480","25,114","35,197","45,666","56,118","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,979","21.3%","42.1%","33.0%","3.6%","26,372","2.1%","10.8%","30.9%","34.9%","10.0%","6.3%","5.0%","87.1%","11.3%","4,079","96.4%","17.4%","4,579","77.4%","9.4%","10,544","90.0%","11.1%","7,170","83.9%","9.4%","","44.8%","17.2%","10.6%","4.0%","","20,541","13,193","17,236","19,234","36,620","53,740","","(X)"
"Chambersburg, PA Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","12,642","21.9%","34.3%","32.0%","11.9%","101,571","4.3%","9.7%","41.8%","15.7%","8.2%","12.9%","7.3%","85.9%","20.2%","17,436","85.9%","22.2%","19,488","91.9%","23.5%","40,226","88.0%","21.3%","24,421","77.7%","14.3%","","18.1%","7.8%","3.9%","2.0%","","32,479","21,586","28,737","35,971","42,050","56,934","","3.6%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,093","27.1%","42.7%","19.8%","10.4%","48,885","4.0%","10.1%","43.7%","16.1%","5.9%","12.8%","7.4%","85.9%","20.2%","8,524","82.5%","15.1%","9,907","87.9%","21.8%","19,749","89.1%","22.2%","10,705","80.9%","19.2%","","19.0%","6.8%","2.0%","3.0%","","40,091","23,377","32,154","47,927","51,491","63,218","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,549","16.9%","26.5%","43.3%","13.3%","52,686","4.7%","9.4%","40.0%","15.4%","10.4%","13.1%","7.1%","85.9%","20.2%","8,912","89.1%","29.1%","9,581","96.0%","25.2%","20,477","87.0%","20.4%","13,716","75.2%","10.5%","","17.3%","8.8%","5.3%","1.0%","","27,517","11,903","22,846","30,736","33,440","51,730","","(X)"
"Champaign-Urbana, IL Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","51,732","4.8%","17.7%","66.0%","11.5%","136,176","2.7%","5.9%","24.8%","20.8%","8.1%","19.9%","17.9%","91.4%","37.7%","32,444","94.4%","47.8%","25,322","92.1%","38.0%","52,413","92.8%","36.6%","25,997","84.1%","27.1%","","31.1%","11.7%","9.8%","4.4%","","33,578","17,661","30,944","30,193","39,939","52,355","","2.5%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","26,845","6.5%","17.0%","66.8%","9.8%","64,598","3.0%","6.5%","25.0%","20.2%","7.4%","18.4%","19.6%","90.5%","38.0%","15,526","93.2%","40.5%","12,761","90.2%","32.7%","25,389","93.1%","39.9%","10,922","81.2%","36.2%","","26.6%","10.0%","10.9%","3.6%","","40,331","18,383","34,839","33,924","51,536","62,419","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","24,887","3.0%","18.5%","65.1%","13.5%","71,578","2.4%","5.4%","24.6%","21.3%","8.7%","21.2%","16.3%","92.2%","37.5%","16,918","95.4%","54.5%","12,561","94.0%","43.4%","27,024","92.6%","33.5%","15,075","86.2%","20.6%","","35.9%","13.3%","8.9%","5.1%","","28,564","16,635","22,013","26,630","32,254","41,532","","(X)"
"Charleston, WV Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","23,754","19.4%","40.7%","31.0%","8.9%","215,682","6.2%","11.4%","39.5%","17.7%","5.7%","11.5%","8.0%","82.4%","19.5%","35,786","89.4%","25.4%","38,955","86.6%","24.4%","92,031","85.5%","19.8%","48,910","68.1%","10.9%","","29.2%","13.6%","6.8%","1.7%","","30,645","16,769","25,873","30,647","41,987","54,332","","4.3%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","12,354","18.1%","43.1%","31.3%","7.5%","101,507","7.0%","11.7%","40.4%","16.1%","4.4%","13.4%","7.1%","81.3%","20.5%","16,894","89.5%","20.4%","19,354","86.2%","25.4%","44,951","82.2%","20.7%","20,308","67.8%","15.3%","","29.6%","11.6%","5.4%","1.3%","","39,300","19,857","33,548","41,511","52,222","62,266","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","11,400","20.8%","38.0%","30.7%","10.5%","114,175","5.5%","11.2%","38.7%","19.1%","6.8%","9.9%","8.9%","83.3%","18.7%","18,892","89.4%","29.8%","19,601","87.1%","23.3%","47,080","88.5%","19.0%","28,602","68.2%","7.7%","","28.8%","15.4%","7.7%","2.2%","","25,661","13,572","20,425","26,064","36,016","44,102","","(X)"
"Charleston-North Charleston-Summerville, SC Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","75,437","19.1%","25.6%","45.6%","9.7%","438,304","3.9%","8.1%","26.5%","21.5%","8.0%","20.5%","11.4%","88.0%","31.9%","99,467","90.5%","36.0%","89,651","91.0%","34.4%","171,781","89.4%","31.2%","77,405","78.2%","25.5%","","32.7%","14.3%","8.8%","5.5%","","33,483","16,710","26,208","32,805","40,593","50,493","","8.0%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","39,005","19.9%","29.2%","41.3%","9.5%","210,430","4.1%","8.3%","27.5%","21.7%","7.7%","20.6%","10.1%","87.6%","30.7%","50,040","89.1%","31.8%","44,543","89.1%","28.4%","82,382","88.0%","29.7%","33,465","82.2%","34.4%","","30.5%","13.3%","5.0%","4.9%","","41,281","20,207","33,931","44,066","48,980","71,481","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","36,432","18.3%","21.7%","50.1%","10.0%","227,874","3.8%","7.8%","25.6%","21.3%","8.3%","20.5%","12.6%","88.4%","33.1%","49,427","91.8%","40.2%","45,108","92.9%","40.3%","89,399","90.6%","32.6%","43,940","75.2%","18.7%","","34.7%","15.3%","12.1%","5.9%","","27,418","14,302","21,365","26,228","34,833","43,185","","(X)"
"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","157,232","20.8%","27.5%","42.7%","9.1%","1,151,553","4.9%","8.8%","24.4%","21.8%","7.9%","22.1%","10.1%","86.3%","32.2%","254,212","87.1%","35.8%","278,548","88.8%","36.8%","439,968","88.5%","31.9%","178,825","75.8%","20.5%","","27.5%","14.1%","9.9%","3.2%","","34,533","18,159","26,548","31,604","47,335","60,610","","3.7%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","78,306","25.3%","28.1%","39.6%","7.0%","546,148","5.5%","10.0%","24.6%","20.2%","7.0%","22.6%","10.3%","84.6%","32.9%","124,050","84.1%","31.3%","136,246","85.8%","34.6%","211,135","87.3%","34.4%","74,717","75.6%","28.0%","","22.4%","13.4%","7.6%","2.7%","","40,258","20,140","30,318","37,090","61,639","76,335","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","78,926","16.3%","26.9%","45.7%","11.1%","605,405","4.4%","7.8%","24.2%","23.3%","8.8%","21.6%","9.9%","87.8%","31.5%","130,162","90.0%","40.0%","142,302","91.7%","38.8%","228,833","89.5%","29.6%","104,108","75.9%","15.1%","","33.1%","14.6%","11.7%","3.7%","","30,312","15,561","22,947","27,198","37,898","49,725","","(X)"
"Charlottesville, VA Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","28,599","6.1%","20.8%","56.5%","16.6%","131,067","5.0%","7.2%","21.6%","18.5%","5.6%","22.9%","19.3%","87.9%","42.2%","26,695","87.9%","50.2%","23,750","92.5%","44.8%","53,664","87.7%","42.4%","26,958","84.0%","31.4%","","25.6%","11.4%","7.0%","6.5%","","39,147","25,735","30,374","37,084","46,677","57,146","","6.1%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","13,903","7.4%","24.9%","49.9%","17.8%","61,959","6.5%","7.0%","22.1%","17.5%","3.9%","22.3%","20.8%","86.5%","43.0%","13,138","85.8%","43.9%","11,604","92.5%","45.4%","25,427","85.8%","43.3%","11,790","83.1%","39.2%","","22.9%","9.5%","6.3%","6.2%","","42,961","27,118","33,132","40,773","60,375","71,015","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","14,696","4.9%","16.9%","62.7%","15.5%","69,108","3.7%","7.3%","21.2%","19.4%","7.1%","23.4%","18.0%","89.0%","41.4%","13,557","89.9%","56.4%","12,146","92.5%","44.3%","28,237","89.5%","41.5%","15,168","84.7%","25.3%","","29.0%","13.2%","7.5%","6.7%","","35,742","20,328","27,166","35,642","35,456","51,915","","(X)"
"Chattanooga, TN-GA Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","49,408","21.3%","32.3%","42.4%","4.0%","360,924","5.3%","10.9%","30.9%","23.0%","6.7%","15.2%","8.0%","83.8%","23.2%","66,705","84.8%","27.2%","71,423","88.1%","25.8%","145,349","85.8%","23.3%","77,447","75.1%","17.3%","","26.9%","12.9%","9.5%","3.4%","","30,474","17,775","25,621","30,671","41,762","58,019","","3.5%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","24,285","28.3%","31.9%","38.3%","1.6%","170,933","5.7%","10.9%","31.0%","23.3%","5.4%","15.3%","8.5%","83.4%","23.8%","33,618","81.8%","24.4%","35,084","87.5%","24.2%","69,763","84.1%","23.6%","32,468","79.0%","23.1%","","23.6%","10.9%","6.7%","3.1%","","36,258","22,141","30,667","36,324","55,224","66,537","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","25,123","14.6%","32.8%","46.4%","6.3%","189,991","4.9%","11.0%","30.8%","22.8%","7.9%","15.2%","7.5%","84.1%","22.8%","33,087","87.8%","30.0%","36,339","88.6%","27.3%","75,586","87.4%","23.1%","44,979","72.3%","13.1%","","30.1%","14.7%","11.8%","3.7%","","25,104","10,693","19,351","25,880","32,883","46,924","","(X)"
"Cheyenne, WY Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","8,195","16.6%","30.8%","40.9%","11.7%","61,558","2.3%","3.9%","31.0%","28.0%","12.2%","14.4%","8.3%","93.8%","22.6%","13,090","98.6%","22.8%","11,270","97.3%","29.2%","25,293","93.0%","22.0%","11,905","87.0%","17.6%","","31.7%","16.3%","7.4%","0.5%","","35,018","12,169","27,589","35,166","50,282","65,857","","5.6%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,252","19.7%","30.2%","39.7%","10.5%","30,548","2.9%","4.1%","30.1%","30.8%","10.6%","11.9%","9.6%","93.0%","21.5%","6,277","98.2%","23.6%","6,244","96.1%","16.4%","12,660","91.1%","20.6%","5,367","87.8%","27.2%","","25.4%","15.1%","4.0%","0.0%","","41,207","29,904","33,880","40,061","51,959","72,234","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,943","13.2%","31.4%","42.3%","13.1%","31,010","1.7%","3.7%","31.9%","25.3%","13.7%","16.9%","6.9%","94.6%","23.7%","6,813","99.0%","22.2%","5,026","98.8%","45.1%","12,633","94.8%","23.4%","6,538","86.4%","9.7%","","40.1%","17.3%","11.0%","0.9%","","28,066","10,553","21,685","27,015","46,827","63,413","","(X)"
"Chicago-Joliet-Naperville, IL-IN-WI Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","889,038","16.2%","28.6%","41.6%","13.6%","6,207,363","6.3%","7.4%","25.4%","20.5%","6.5%","21.2%","12.8%","86.4%","34.0%","1,369,044","88.5%","40.1%","1,321,500","88.2%","37.6%","2,432,918","87.8%","33.6%","1,083,901","78.3%","22.6%","","23.3%","12.8%","10.0%","4.1%","","37,241","20,644","27,465","34,090","50,820","67,761","","4.7%"
